Epl.,Aufgaben-block,Aggregat,Kapitel,Einnahme /Ausgabe,Haupt-Gr.,Obergruppe,Gruppe,Titel.endn.,Finanzposition,Finanzstelle AOB,Zweckbestimmung,Funktion,Übertragbar,Leertitel,wgf Ansatz,Wegfall ab Gjahr,Deckungsring,E/A- Verknüpfung,E/A-Vermerk,Titelzuordnung,Aus Zuweisung,Sonderkenn-zeichen,Budget-titel = x,NSM-Titel = x,Zuwendungsanteil,Perskosten-anteil,Hafenanteil,Istergebnis VVVJ,Istergebnis VVJ,Reste VVJ ,"fortgeschr. Ansatz KM VJ (inkl. Nachbewilligung)","Nachbewilligungen KM VJ",Grundbew. GJ,"Ansatz KM GJ",VE GJ,Veränderung KM GJ ./. VJ,Ab-weichung in % ,Grundbew GJ+1,Ansatz KM GJ+1,VE GJ+1,Änd KM GJ+1./.GJ,Ab-weichung in % ,"15/26 LHO Merkmal, AöR",Personalkostenvolumen Zuwendung GJ,Zuwendungs-volumen VJ,Zuwendungs-volumen GJ,freies Merkmal
070,07001,23200,7200,AUS,7,76,761,49,07.0.7200.761.49,70.0.00000,Barrierefreie Umgestaltung der Verkehrsanlage Poppenbüttel ,741,X,X,,,,,,,,0000,,,000,000,000,"204,220.92 ",0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,76,761,49,07.0.7200.761.49,86.0.00000,Barrierefreie Umgestaltung der Verkehrsanlage Poppenbüttel ,741,X,X,,,,,,,,0000,,,000,000,000,"265,747.20 ","111,657.74 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,77,770,01,07.0.7200.770.01,70.0.00000,Busbeschleunigungsprogramm  ,741,X,,,,EDK-070-04,,,,,0000,,,020,000,000,0.00 ,0.00 ,0.00 ,"18,000,000 ","18,000,000 ","30,000,000 ","30,000,000 ","30,000,000 ","12,000,000 ",40.0,"30,000,000 ","30,000,000 ","30,000,000 ",0 ,0.00,,0,"3,600,000","6,000,000",
070,07001,23200,7200,AUS,7,77,771,01,07.0.7200.771.01,70.0.00000,Sicherung der Verkehrsinfrastruktur - Straßen einschließlich Radwege - ,725,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,"2,718,000 ",0 ,"2,678,000 ","2,678,000 ","6,500,000 ","-40,000 ",-1.5,"3,117,000 ","3,117,000 ","8,600,000 ","439,000 ",16.39,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,07,07.0.7200.771.07,70.0.00000,Grundinstandsetzung und Umbau des Horner Kreisels  ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,"-24,221.86 ",0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,08,07.0.7200.771.08,70.0.00000,Grundinstandsetzung und Umbau der Sengelmannstraße zw. Dorothea-Kasten-Straße und Hebebrandstraße ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,"148,196.96 ","2,273.70 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,10,07.0.7200.771.10,70.0.00000,Grundinstandsetzung der Billhorner Brückenstraße - Ost- und Westfahrbahn einschl. Brücken ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,"2,240,822.83 ","4,508,295.55 ",0.00 ,"2,921,000 ",0 ,0 ,0 ,0 ,"-2,921,000 ",0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,77,771,12,07.0.7200.771.12,86.0.00000,Grundinstandsetzung Glashütter Landstraße  ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,"649,221.02 ","182,201.47 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,77,771,12,07.0.7200.771.12,70.0.00000,Grundinstandsetzung Glashütter Landstraße  ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,13,07.0.7200.771.13,87.0.00000,Grundinstandsetzung der Wentorfer Straße  ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,"5,315.57 ","5,701.78 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,13,07.0.7200.771.13,70.0.00000,Grundinstandsetzung der Wentorfer Straße  ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,14,07.0.7200.771.14,70.0.00000,Grundinstandsetzung Schäferkampsallee - Schröder- stiftstraße von Schröderstiftweg bis Hohe Weide / Weidenallee,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,"1,810,400.31 ","264,163.43 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,15,07.0.7200.771.15,70.0.00000,Grundinstandsetzung der Meiendorfer Straße  ,725,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,"3,000,000 ",0 ,"1,764,000 ","1,764,000 ",0 ,"-1,236,000 ",-70.1,0 ,0 ,0 ,"-1,764,000 ",-100.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,16,07.0.7200.771.16,70.0.00000,Grundinstandsetzung Johannes-Brahms-Platz / Holstenwall / Gorch-Fock-Wall einschl. Anschluss- bereiche,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,"836,109.13 ","98,991.96 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,19,07.0.7200.771.19,70.0.00000,Grundinstandsetzung des Unteren Landwegs  ,725,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,"3,500,000 ",0 ,"5,996,000 ","5,996,000 ","1,050,000 ","2,496,000 ",41.6,"1,050,000 ","1,050,000 ",0 ,"-4,946,000 ",-82.49,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,20,07.0.7200.771.20,70.0.00000,Grundinstandsetzung und Umbau Knotenbereich Bremer Str. / Friedhofstraße / Am Großen Dahlen / Ernst-Bergest-Weg,725,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,"2,100,000 ",0 ,"397,000 ","397,000 ",0 ,"-1,703,000 ",-429.0,"1,433,000 ","1,433,000 ",0 ,"1,036,000 ",260.96,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,22,07.0.7200.771.22,70.0.00000,Grundinstandsetzung Fuhlsbüttler Straße  ,725,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,"2,700,000 ",0 ,0.0,"2,700,000 ","2,700,000 ",0 ,"2,700,000 ",0.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,23,07.0.7200.771.23,70.0.00000,Umbau Großer Burstah / Große Johannesstraße (BID Nicolaiquartier) ,725,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,"1,500,000 ","1,500,000 ","1,500,000 ","1,500,000 ",100.0,"1,500,000 ","1,500,000 ",0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,24,07.0.7200.771.24,70.0.00000,Grundinstandsetzung Borsigstraße / Grusonstraße  ,725,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,"1,365,000 ","1,365,000 ","5,200,000 ","1,365,000 ",100.0,"3,700,000 ","3,700,000 ","2,200,000 ","2,335,000 ",171.06,,0,0,0,
070,07001,23200,7200,AUS,7,77,771,25,07.0.7200.771.25,70.0.00000,Grundinstandsetzung Straßburger Straße  ,725,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,"1,400,000 ","1,400,000 ","5,840,000 ","1,400,000 ",100.0,"3,900,000 ","3,900,000 ","1,940,000 ","2,500,000 ",178.57,,0,0,0,
070,07001,23200,7200,AUS,7,77,772,01,07.0.7200.772.01,70.0.00000,Grundinstandsetzung der Wandbereiterbrücke  ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,"817,417.64 ","52,498.92 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,772,03,07.0.7200.772.03,70.0.00000,Grundinstandsetzung der Brücke Deelböge  ,725,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,"1,234,307.66 ",0.00 ,"4,500,000 ",0 ,"1,748,000 ","1,748,000 ",0 ,"-2,752,000 ",-157.4,0 ,0 ,0 ,"-1,748,000 ",-100.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,772,05,07.0.7200.772.05,70.0.00000,Grundinstandsetzung der Brücke Hannoversche Straße  ,725,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,"5,000,000 ",0 ,"2,046,000 ","2,046,000 ",0 ,"-2,954,000 ",-144.4,0 ,0 ,0 ,"-2,046,000 ",-100.00,,0,0,0,
070,07001,23200,7200,AUS,7,77,772,06,07.0.7200.772.06,70.0.00000,Grundinstandsetzung der Ericusbrücke  ,725,X,,,,EDK-070-02,3EMA11AUS,MA = E,,,0000,,,000,000,000,0.00 ,"1,515,566.01 ",0.00 ,"500,000 ",0 ,"2,710,000 ","2,710,000 ","3,015,000 ","2,210,000 ",81.5,"3,015,000 ","3,015,000 ",0 ,"305,000 ",11.25,,0,0,0,
070,07001,23200,7200,AUS,7,77,772,07,07.0.7200.772.07,70.0.00000,Grundinstandsetzung der Brooksbrücke  ,725,X,,,,,,,,,0000,,,000,000,000,0.00 ,"2,975,580.84 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,77,773,23,07.0.7200.773.23,86.0.00000,Verlängerung Friedrich-Ebert-Damm  ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,001,"113,845.50 ","-13,240.54 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,77,773,23,07.0.7200.773.23,70.0.00000,Verlängerung Friedrich-Ebert-Damm  ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,001,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,77,775,23,07.0.7200.775.23,70.0.00000,Grundinstandsetzung des Heidenkampswegs  ,725,X,,,,,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,780,23,07.0.7200.780.23,70.0.00000,Neugestaltung des Jungfernstiegs  ,725,X,,X,2013,,,,,,0000,,,000,000,000,0.00 ,"8,076.05 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,785,07,07.0.7200.785.07,70.0.00000,Grundinstandsetzung der Wiesendammbrücke  ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,"-4,023.75 ",0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,785,08,07.0.7200.785.08,70.0.00000,Grundinstandsetzung der Hoheluftbrücke  ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,"1,959,433.34 ","34,559.12 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,01,07.0.7200.788.01,70.0.00000,Allgemeine Erschließungen  ,725,X,,,,EDK-070-02,3EGB12AUS,GB+ = E,,,0000,,,010,000,001,"3,793,840.41 ","4,266,351.20 ","56,914.17 ","18,055,000 ",0 ,"14,351,000 ","17,351,000 ","40,000,000 ","-704,000 ",-4.1,"13,625,000 ","16,625,000 ","40,000,000 ","-726,000 ",-4.18,,0,"1,805,500","1,735,100",
070,07001,23100,7200,AUS,7,78,788,01,07.0.7200.788.01,81.0.00000,Allgemeine Erschließungen  ,725,X,,,,EDK-070-02,3EGB12AUS,GB+ = E,,,0000,,,010,000,001,"787,944.92 ","1,930,670.10 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,01,07.0.7200.788.01,82.0.00000,Allgemeine Erschließungen  ,725,X,,,,EDK-070-02,3EGB12AUS,GB+ = E,,,0000,,,010,000,001,"798,371.94 ","230,798.62 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,01,07.0.7200.788.01,83.0.00000,Allgemeine Erschließungen  ,725,X,,,,EDK-070-02,3EGB12AUS,GB+ = E,,,0000,,,010,000,001,"178,959.96 ","527,012.99 ","217,888.20 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,01,07.0.7200.788.01,84.0.00000,Allgemeine Erschließungen  ,725,X,,,,EDK-070-02,3EGB12AUS,GB+ = E,,,0000,,,010,000,001,"2,677,484.48 ","4,150,268.87 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,01,07.0.7200.788.01,86.0.00000,Allgemeine Erschließungen  ,725,X,,,,EDK-070-02,3EGB12AUS,GB+ = E,,,0000,,,010,000,001,"952,859.39 ","865,562.62 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,01,07.0.7200.788.01,87.0.00000,Allgemeine Erschließungen  ,725,X,,,,EDK-070-02,3EGB12AUS,GB+ = E,,,0000,,,010,000,001,"730,244.65 ","586,370.07 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,01,07.0.7200.788.01,88.0.00000,Allgemeine Erschließungen  ,725,X,,,,EDK-070-02,3EGB12AUS,GB+ = E,,,0000,,,010,000,001,"684,111.32 ","1,891,199.55 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,01,07.0.7200.788.01,90.0.00000,Allgemeine Erschließungen  ,725,X,,,,EDK-070-02,3EGB12AUS,GB+ = E,,,0000,,,010,000,001,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,02,07.0.7200.788.02,70.0.00000,Erschließung Hafencity  ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,"264,571.18 ","1,345,311.34 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,02,07.0.7200.788.02,81.0.00000,Erschließung Hafencity  ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,259.01 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,78,788,03,07.0.7200.788.03,70.0.00000,Erstmalige Herstellung von Anliegerstraßen  ,725,X,,X,2013,EDK-070-02,3EGB11AUS,GB+ = E,,,0000,,,000,000,000,0.00 ,0.00 ,"2,409,480.53 ","4,218,000 ",0 ,0 ,0 ,0 ,"-4,218,000 ",0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,78,788,04,07.0.7200.788.04,70.0.00000,Äußere Erschließung HafenCity Westliche Anbindung ,725,X,,,,EDK-070-02,3EA10EINA,E = A,,,0000,,,000,000,000,526.93 ,"3,163,655.74 ",0.00 ,0 ,0 ,"4,750,000 ","4,750,000 ","4,000,000 ","4,750,000 ",100.0,"4,750,000 ","4,750,000 ","2,000,000 ",0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,78,788,05,07.0.7200.788.05,70.0.00000,Erschließung der Fläche B-Plan Jenfeld 23 (ehem. Lettow-Vorbeck-Kaserne) ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,"20,000.00 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,78,788,05,07.0.7200.788.05,86.0.00000,Erschließung der Fläche B-Plan Jenfeld 23 (ehem. Lettow-Vorbeck-Kaserne) ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,"385,587.76 ","430,307.53 ","200,959.37 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,78,788,05,07.0.7200.788.05,90.0.00000,Erschließung der Fläche B-Plan Jenfeld 23 (ehem. Lettow-Vorbeck-Kaserne) ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,"185,142.97 ","6,048,897.03 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,78,788,06,07.0.7200.788.06,70.0.00000,Äußere Erschließung HafenCity Bei St. Annen  /  Brandstwiete ,725,X,X,,,EDK-070-02,,,,,0000,,,000,000,000,"2,032,912.24 ","-101,368.36 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,78,788,07,07.0.7200.788.07,70.0.00000,Äußere Erschließung HafenCity Brandstwiete/Bergstraße ,725,X,X,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,"2,177,719.28 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,12,07.0.7200.788.12,70.0.00000,Erschließung Neugraben-Fischbek 65  ,725,X,,,,,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,78,788,14,07.0.7200.788.14,70.0.00000,Äußere Erschließung Mitte Altona Entwicklungsstufe 1 ,725,X,,,,,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,78,788,17,07.0.7200.788.17,70.0.00000,Erschließung Wilhelmsburg-Mitte (IBA/IGS-Infrastrukturmaßnahme) ,725,X,X,,,,,,,,0000,,,000,000,000,"2,166,524.48 ","3,125,483.90 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,18,07.0.7200.788.18,70.0.00000,Innere Erschließung Harburger Schlossinsel  ,725,X,X,,,,,,,,0000,,,000,000,000,0.00 ,0.00 ,"154,399.74 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,788,18,07.0.7200.788.18,88.0.00000,Innere Erschließung Harburger Schlossinsel  ,725,X,X,,,,,,,,0000,,,000,000,000,0.00 ,"145,600.26 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,789,02,07.0.7200.789.02,70.0.00000,Erschließung des Shanghai-Teehauses  ,725,X,X,,,,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,78,789,05,07.0.7200.789.05,70.0.00000,Rückstellung für die Erschließung der Fläche B-Plan Jenfeld 23 (ehem. Lettow-Vorbeck-Kaserne) ,725,X,,X,2013,EDK-070-02,,,,,0000,,,000,000,001,0.00 ,0.00 ,"32,290,751.67 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,79,799,01,07.0.7200.799.01,70.0.00000,"Vergütungen an Vertragsarchitektinnen,-architek- ten, -ingenieurinnen, -ingenieure, Sachverständige u.dgl. sowie sächliche Bauaufsichtskosten",790,X,,,,EDK-070-02,,,,,0000,,,000,000,000,"3,965,583.20 ","1,398,755.33 ",0.00 ,"2,000,000 ",0 ,"2,000,000 ","2,000,000 ","5,000,000 ",0 ,0.0,"2,000,000 ","2,000,000 ","5,000,000 ",0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,79,799,01,07.0.7200.799.01,83.0.00000,"Vergütungen an Vertragsarchitektinnen,-architek- ten, -ingenieurinnen, -ingenieure, Sachverständige u.dgl. sowie sächliche Bauaufsichtskosten",790,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,"7,854.51 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,79,799,01,07.0.7200.799.01,88.0.00000,"Vergütungen an Vertragsarchitektinnen,-architek- ten, -ingenieurinnen, -ingenieure, Sachverständige u.dgl. sowie sächliche Bauaufsichtskosten",790,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,291.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,79,799,02,07.0.7200.799.02,84.0.00000,Planungsmittel für Erschließungsmaßnahmen  ,725,X,X,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,"16,000.00 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,79,799,02,07.0.7200.799.02,86.0.00000,Planungsmittel für Erschließungsmaßnahmen  ,725,X,X,,,EDK-070-02,,,,,0000,,,000,000,000,"-215,031.31 ",0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,79,799,02,07.0.7200.799.02,88.0.00000,Planungsmittel für Erschließungsmaßnahmen  ,725,X,X,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,"31,038.10 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,79,799,02,07.0.7200.799.02,70.0.00000,Planungsmittel für Erschließungsmaßnahmen  ,725,X,X,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,79,799,03,07.0.7200.799.03,70.0.00000,Planungsmittel Erschließung HafenCity  ,725,X,,,,EDK-070-02,,,,,0000,,,000,000,000,"655,150.00 ","716,127.25 ",0.00 ,0 ,0 ,"250,000 ","250,000 ",0 ,"250,000 ",100.0,"250,000 ","250,000 ",0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,79,799,04,07.0.7200.799.04,70.0.00000,"Honorare, Ingenieur- und sonstige Dienstleistungen für Investitionsprojekte in der Auftragsverwaltung Bundesfernstraßen",721,X,,,,EDK-070-02,,,,,0000,,,000,000,000,"24,468,157.45 ","27,657,987.36 ",0.00 ,"25,000,000 ",0 ,"27,000,000 ","27,000,000 ","30,000,000 ","2,000,000 ",7.4,"30,000,000 ","30,000,000 ","21,298,000 ","3,000,000 ",11.11,,0,0,0,
070,07001,23100,7200,AUS,7,79,799,04,07.0.7200.799.04,82.0.00000,"Honorare, Ingenieur- und sonstige Dienstleistungen für Investitionsprojekte in der Auftragsverwaltung Bundesfernstraßen",721,X,,,,EDK-070-02,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,79,799,14,07.0.7200.799.14,70.0.00000,Planungsmittel Äußere Erschließung Mitte Altona  ,725,X,,,,,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,79,799,16,07.0.7200.799.16,70.0.00000,Planungsmittel für Projekte im Rahmen der IBA/IGS in Wilhelmsburg Mitte ,790,X,X,,,,,,,,0000,,,000,000,000,0.00 ,0.00 ,0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23200,7200,AUS,7,79,799,17,07.0.7200.799.17,70.0.00000,Planungsmittel für die Erschließung im Rahmen von IBA/IGS-Infrastrukturmaßnahmen ,725,X,X,,,,,,,,0000,,,000,000,000,"520,925.00 ","5,576.93 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,79,799,18,07.0.7200.799.18,70.0.00000,Planungsmittel Erschließung Harburger Schlossinsel  ,725,X,X,,,,,,,,0000,,,000,000,000,0.00 ,0.00 ,"5,079.44 ",0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
070,07001,23100,7200,AUS,7,79,799,18,07.0.7200.799.18,88.0.00000,Planungsmittel Erschließung Harburger Schlossinsel  ,725,X,X,,,,,,,,0000,,,000,000,000,0.00 ,"28,065.98 ",0.00 ,0 ,0 ,0 ,0 ,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0.00,,0,0,0,
